Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:59kHPbwyyCApYA8RQQEuXm,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:5B8WqSmp2XR2L08VEhZ8b6,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,0,Had me until the hook.,93a935d75413431dbfb3b1c784c974ae
spotify:track:62dLahVLycJwmMXPyVHgvm,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:6WKHR2vZDCblINEOVIixJ9,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,-1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:0fatcDJuNxjxA9tuBsQkrm,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:1962ZwEY7WNQLcmYFn3eR9,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,2,I've listend to Blowout Comb so many times. This was a good reminder to go check out their debut album.,93a935d75413431dbfb3b1c784c974ae
spotify:track:1Cwsd5xI8CajJz795oy4XF,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,-1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2eNSieyqDoZMa3yOSagR4q,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2Uw9ZuFXoZgeohnv4zFOq8,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:30X2iKHGAgQm2GCBxuoG00,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-04T23:56:02Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2Rj2e1cCJs3QIbSn0zCpiY,5d5638b12d18438d9e443eb2cda1167c,2025-01-05T05:01:09Z,3,,93a935d75413431dbfb3b1c784c974ae
spotify:track:4Zb88sF1Qj778KV5lstVxT,5d5638b12d18438d9e443eb2cda1167c,2025-01-05T05:01:09Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:5B8WqSmp2XR2L08VEhZ8b6,5d5638b12d18438d9e443eb2cda1167c,2025-01-05T05:01:09Z,-2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:62dLahVLycJwmMXPyVHgvm,5d5638b12d18438d9e443eb2cda1167c,2025-01-05T05:01:09Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:6oniEbXMb8rQngDgn34JfP,5d5638b12d18438d9e443eb2cda1167c,2025-01-05T05:01:09Z,5,,93a935d75413431dbfb3b1c784c974ae
spotify:track:0fatcDJuNxjxA9tuBsQkrm,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:1962ZwEY7WNQLcmYFn3eR9,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2eNSieyqDoZMa3yOSagR4q,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2Rj2e1cCJs3QIbSn0zCpiY,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2Uw9ZuFXoZgeohnv4zFOq8,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:5B8WqSmp2XR2L08VEhZ8b6,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,-2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:5IQiaXm1uhVLRg40PfZLZj,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:63dcLsFoDziUX6eggW5l0w,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:6WKHR2vZDCblINEOVIixJ9,2cb5e7dcadc846b4bb172ff2181acaea,2025-01-07T01:59:09Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:0fatcDJuNxjxA9tuBsQkrm,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,-1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:0PLCJmRl2v7Ipp7FwlNS9k,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,3,,93a935d75413431dbfb3b1c784c974ae
spotify:track:1Cwsd5xI8CajJz795oy4XF,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,0,I saw them live. AMA.,93a935d75413431dbfb3b1c784c974ae
spotify:track:30X2iKHGAgQm2GCBxuoG00,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:3Ti0GdlrotgwsAVBBugv0I,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:4Zb88sF1Qj778KV5lstVxT,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:5B8WqSmp2XR2L08VEhZ8b6,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,-1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:5IQiaXm1uhVLRg40PfZLZj,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:63dcLsFoDziUX6eggW5l0w,75aaeba84d0d4a42b07bae957a99f791,2025-01-07T17:38:50Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:1Cwsd5xI8CajJz795oy4XF,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,2,"I had to give it something, if only because I’d never listened to the full lyrics and it turns there’s some solid class warfare.",93a935d75413431dbfb3b1c784c974ae
spotify:track:2eNSieyqDoZMa3yOSagR4q,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,3,Embarrassed to recognize this only via Vampire Weekend.,93a935d75413431dbfb3b1c784c974ae
spotify:track:2Rj2e1cCJs3QIbSn0zCpiY,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,1,He has a lot of thoughts.,93a935d75413431dbfb3b1c784c974ae
spotify:track:4xhwXjTp1nQyW6E2eSdwhF,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,-1,Too soon.,93a935d75413431dbfb3b1c784c974ae
spotify:track:4Zb88sF1Qj778KV5lstVxT,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:59kHPbwyyCApYA8RQQEuXm,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:5IQiaXm1uhVLRg40PfZLZj,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:62dLahVLycJwmMXPyVHgvm,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:6oniEbXMb8rQngDgn34JfP,d1e35e072eec44ccacb5f5176160ecf6,2025-01-07T18:31:41Z,-1,Too soon.,93a935d75413431dbfb3b1c784c974ae
spotify:track:0YZGtZFwu2O45CWXcowsZK,005c1f592f01474a868c991fd8294593,2025-01-07T21:17:43Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2eNSieyqDoZMa3yOSagR4q,005c1f592f01474a868c991fd8294593,2025-01-07T21:17:43Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2Rj2e1cCJs3QIbSn0zCpiY,005c1f592f01474a868c991fd8294593,2025-01-07T21:17:43Z,3,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2Uw9ZuFXoZgeohnv4zFOq8,005c1f592f01474a868c991fd8294593,2025-01-07T21:17:43Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:4Zb88sF1Qj778KV5lstVxT,005c1f592f01474a868c991fd8294593,2025-01-07T21:17:43Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:59kHPbwyyCApYA8RQQEuXm,005c1f592f01474a868c991fd8294593,2025-01-07T21:17:43Z,-1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:6oniEbXMb8rQngDgn34JfP,005c1f592f01474a868c991fd8294593,2025-01-07T21:17:43Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:7Fq9RwQxSn3kW85PrDUf0M,005c1f592f01474a868c991fd8294593,2025-01-07T21:17:43Z,-1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:0YZGtZFwu2O45CWXcowsZK,30b57cc424b243c7bb35e87ed10514e8,2025-01-08T00:26:08Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:1962ZwEY7WNQLcmYFn3eR9,30b57cc424b243c7bb35e87ed10514e8,2025-01-08T00:26:08Z,2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2eNSieyqDoZMa3yOSagR4q,30b57cc424b243c7bb35e87ed10514e8,2025-01-08T00:26:08Z,4,,93a935d75413431dbfb3b1c784c974ae
spotify:track:2Uw9ZuFXoZgeohnv4zFOq8,30b57cc424b243c7bb35e87ed10514e8,2025-01-08T00:26:08Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:30X2iKHGAgQm2GCBxuoG00,30b57cc424b243c7bb35e87ed10514e8,2025-01-08T00:26:08Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:6WKHR2vZDCblINEOVIixJ9,30b57cc424b243c7bb35e87ed10514e8,2025-01-08T00:26:08Z,1,,93a935d75413431dbfb3b1c784c974ae
spotify:track:7Fq9RwQxSn3kW85PrDUf0M,30b57cc424b243c7bb35e87ed10514e8,2025-01-08T00:26:08Z,-2,,93a935d75413431dbfb3b1c784c974ae
spotify:track:1K9B43e0PyilYctK0WgoO4,005c1f592f01474a868c991fd8294593,2025-01-11T04:53:19Z,-1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:4zueQSEyUxLguKdl31iP7B,005c1f592f01474a868c991fd8294593,2025-01-11T04:53:19Z,1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:5qn8RLewvHSowKTHLHjs5l,005c1f592f01474a868c991fd8294593,2025-01-11T04:53:19Z,-1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:6PANXCHzEANzajOgtwLMnN,005c1f592f01474a868c991fd8294593,2025-01-11T04:53:19Z,3,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:6uAssGvzq8jO911jANMyh3,005c1f592f01474a868c991fd8294593,2025-01-11T04:53:19Z,2,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:7JGdGIZNkesNazi6RRHOmT,005c1f592f01474a868c991fd8294593,2025-01-11T04:53:19Z,4,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:1EotPCaxn9zSPsY8gEqvu4,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:1WFCIkoc4PaN7L7SmiI85i,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,1,Hell yeah.,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:42tYtxOv82xrdsm2Vvxr6u,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,0,This song is great but I think it's really about a conflict between the singer (and his comrades) and another faction w/in society.,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:4B4CQ84BBpHK5d02cWKUb0,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,-1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:4S8PxReB1UiDR2F5x1lyIR,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,3,Did I also consider a song about Drake? Yes. Is this one cold as hell? Yes.,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:4zueQSEyUxLguKdl31iP7B,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,-1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:5aIPFBG77UglGbSmPFSDog,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:5osSw3tL07Tuid7AWsvYcc,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:5qn8RLewvHSowKTHLHjs5l,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:7JGdGIZNkesNazi6RRHOmT,53cd0cfc1b654a4ab26e98257d6d6d2d,2025-01-12T01:26:18Z,2,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:4B4CQ84BBpHK5d02cWKUb0,5d5638b12d18438d9e443eb2cda1167c,2025-01-12T05:58:06Z,3,Guess this band and song is pretty popular but it's new to me and I loved it so 3 points.,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:4S8PxReB1UiDR2F5x1lyIR,5d5638b12d18438d9e443eb2cda1167c,2025-01-12T05:58:06Z,-1,,b1457a06c6b04c758e66f4b1aaf59391
spotify:track:5aIPFBG77UglGbSmPFSDog,5d5638b12d18438d9e443eb2cda1167c,2025-01-12T05:58:06Z,3,"Ohhhh, this slaps.",b1457a06c6b04c758e66f4b1aaf59391
